session_ID,User_ID,User_type,El_kWh,Duration_hours,Start_plugin_hour,month_plugin,weekdays_plugin,temp,wind_spd,clouds,traffic_density,Flex_3_6kW,Flex_7_2kW
1792,Bl2-5,Private,8.6,2.4025,17,Aug,Sunday,19.2,2.2,85,1041.0,3.6,7.2
1793,Share-30,Shared,17.2,2.982222222,17,Aug,Sunday,19.2,2.2,85,1041.0,0.0,6.51
1794,AsO6-1,Shared,50.24,12.3375,18,Aug,Sunday,19.2,2.2,85,944.4,1.311,6.522
1795,Share-25,Shared,60.44,11.37861111,19,Aug,Sunday,19.2,2.2,85,961.0,0.0,0.0
1796,SR2-3,Private,12.77,1.961388889,19,Aug,Sunday,19.2,2.2,85,961.0,3.649,21.258
1797,Bl2-5,Private,9.51,10.51555556,20,Aug,Sunday,19.2,2.2,85,902.0,3.6,14.4
1798,SR2-3,Private,28.46,10.5225,21,Aug,Sunday,19.2,2.2,85,662.2,5.16,18.122
1799,AdO1-3,Private,6.41,9.568611111,21,Aug,Sunday,19.2,2.2,85,662.2,5.16,18.122
1800,Share-20,Shared,15.5,10.50222222,0,Aug,Monday,14.1,2.2,100,109.8,0.0,0.0
1801,Share-8,Shared,25.96,10.14388889,0,Aug,Monday,14.1,2.2,100,109.8,0.0,0.0
1802,Bl2-2,Private,15.39,4.636111111,2,Aug,Monday,14.1,2.2,100,34.2,14.4,36.0
1803,SR14-2,Shared,18.01,2.725555556,10,Aug,Monday,14.1,2.2,100,875.2,4.486,12.376
1804,Bl2-5,Private,3.66,16.21222222,15,Aug,Monday,14.1,2.2,100,1767.0,0.0,0.0
1805,Share-5,Shared,21.41,3.290277778,15,Aug,Monday,14.1,2.2,100,1767.0,0.0,0.0
1806,AdO1-2,Private,4.64,1.623888889,16,Aug,Monday,14.1,2.2,100,1731.6,1.68,14.072
1807,AdO1-3,Private,13.93,14.97111111,16,Aug,Monday,14.1,2.2,100,1731.6,1.68,14.072
1808,SR14-2,Private,0.11,0.030555556,19,Aug,Monday,14.1,2.2,100,904.6,3.6,14.51
1809,SR14-2,Private,56.64,11.57055556,19,Aug,Monday,14.1,2.2,100,904.6,3.6,14.51
1810,AdO1-2,Private,3.18,1.038888889,19,Aug,Monday,14.1,2.2,100,904.6,3.6,14.51
1811,Bl2-2,Private,15.23,15.69361111,20,Aug,Monday,14.1,2.2,100,738.4,6.77,18.66
1812,UT15-2,Shared,15.18,5.531388889,20,Aug,Monday,14.1,2.2,100,738.4,0.0,0.0
1813,AdO1-2,Private,5.55,9.448333333,1,Aug,Tuesday,10.9,3.2,100,73.4,10.8,28.8
1814,Share-5,Shared,19.46,2.952222222,16,Aug,Tuesday,10.9,3.2,100,1863.8,0.0,0.0
1815,AsO2-1,Private,14.8,16.92972222,16,Aug,Tuesday,10.9,3.2,100,1863.8,0.0,0.0
1816,Share-18,Shared,63.34,13.07277778,18,Aug,Tuesday,10.9,3.2,100,1295.0,0.0,1.78
1817,AdO1-3,Private,13.79,12.27472222,19,Aug,Tuesday,10.9,3.2,100,827.2,0.0,7.2
1818,UT15-2,Shared,14.72,5.393611111,21,Aug,Tuesday,10.9,3.2,100,1071.8,0.0,0.0
1819,AdO3-3,Private,16.39,11.85027778,21,Aug,Tuesday,10.9,3.2,100,1071.8,3.6,14.4
1820,Share-7,Shared,45.86,9.635555556,21,Aug,Tuesday,10.9,3.2,100,1071.8,0.0,0.0
1821,Bl2-5,Private,6.18,7.530833333,23,Aug,Tuesday,10.9,3.2,100,198.6,7.2,17.21
1822,AdO1-1,Private,10.58,2.906111111,8,Aug,Wednesday,11.6,2.3,85,1181.0,7.2,14.4
1823,Share-14,Shared,35.53,5.787777778,11,Aug,Wednesday,11.6,2.3,85,1128.8,0.0,0.0
1824,Share-12,Shared,23.8,4.3325,14,Aug,Wednesday,11.6,2.3,85,1398.6,0.0,0.0
1825,AdO1-2,Private,6.96,19.32944444,15,Aug,Wednesday,11.6,2.3,85,2091.2,0.0,0.0
1826,AsO10-2,Private,0.11,0.116111111,16,Aug,Wednesday,11.6,2.3,85,1730.0,0.423,3.346
1827,AdO1-3,Private,13.88,17.44722222,16,Aug,Wednesday,11.6,2.3,85,1730.0,0.423,3.346
1828,AsO10-2,Private,0.01,0.025,16,Aug,Wednesday,11.6,2.3,85,1730.0,0.423,3.346
1829,AsO10-2,Private,0.82,0.2375,16,Aug,Wednesday,11.6,2.3,85,1730.0,0.423,3.346
1830,AsO10-2,Private,2.75,0.83,16,Aug,Wednesday,11.6,2.3,85,1730.0,0.423,3.346
1831,SR2-3,Private,31.84,14.11027778,17,Aug,Wednesday,11.6,2.3,85,1252.0,1.138,10.426
1832,Bl2-5,Private,4.66,17.68333333,21,Aug,Wednesday,11.6,2.3,85,651.6,7.2,14.4
1833,SR14-2,Private,28.06,9.181944444,22,Aug,Wednesday,11.6,2.3,85,452.6,7.2,23.86
1834,AdO1-1,Private,18.51,15.35972222,7,Aug,Thursday,13.2,2.4,52,1615.0,15.152,30.304
1835,Bl2-2,Private,6.02,3.214444444,8,Aug,Thursday,13.2,2.4,52,1261.6,10.8,21.6
1836,Bl2-1,Private,14.5,6.535833333,9,Aug,Thursday,13.2,2.4,52,953.6,9.89,24.68
1837,Bl2-6,Private,11.61,45.51888889,12,Aug,Thursday,13.2,2.4,52,1126.4,3.75,21.6
1838,Bl2-4,Private,23.24,20.09,15,Aug,Thursday,13.2,2.4,52,1839.8,12.33,26.28
1839,Share-11,Shared,16.2,2.949166667,15,Aug,Thursday,13.2,2.4,52,1839.8,0.0,0.0
1840,SR2-3,Private,10.7,1.591666667,16,Aug,Thursday,13.2,2.4,52,1727.2,8.229,16.458
1841,AsO2-1,Private,12.55,14.8525,16,Aug,Thursday,13.2,2.4,52,1727.2,8.229,16.458
1842,AsO6-1,Shared,61.07,15.08444444,16,Aug,Thursday,13.2,2.4,52,1727.2,0.0,0.0
1843,Bl2-2,Private,14.54,4.020833333,17,Aug,Thursday,13.2,2.4,52,1213.0,7.2,15.45
1844,SR2-3,Private,3.93,0.611388889,17,Aug,Thursday,13.2,2.4,52,1213.0,7.2,15.45
1845,Share-25,Shared,39.89,11.1675,19,Aug,Thursday,13.2,2.4,52,928.0,0.0,0.0
1846,AdO1-3,Private,12.94,11.89027778,19,Aug,Thursday,13.2,2.4,52,928.0,8.27,35.02
1847,AdO3-4,Private,31.03,37.17583333,20,Aug,Thursday,13.2,2.4,52,825.4,10.8,36.0
1848,AdO1-2,Private,6.0,13.77194444,22,Aug,Thursday,13.2,2.4,52,436.0,14.26,36.0
1849,Share-26,Shared,7.03,6.281944444,16,Aug,Friday,14.3,2.2,93,1533.4,0.0,0.0
1850,Share-23,Shared,28.79,15.4325,16,Aug,Friday,14.3,2.2,93,1533.4,0.0,0.0
1851,Bl2-5,Private,4.26,2.043888889,16,Aug,Friday,14.3,2.2,93,1533.4,7.2,14.4
1852,AdO3-3,Private,7.06,24.23416667,17,Aug,Friday,14.3,2.2,93,1181.0,7.2,17.7
1853,AdO3-2,Private,4.42,1.435833333,19,Aug,Friday,14.3,2.2,93,809.6,9.74,21.6
1854,SR14-2,Private,51.06,17.12694444,21,Aug,Friday,14.3,2.2,93,494.0,11.549,24.138
1855,AdO3-2,Private,13.26,11.84583333,23,Aug,Friday,14.3,2.2,93,269.8,10.8,21.6
1856,Bl2-2,Private,17.78,7.994444444,2,Aug,Saturday,15.2,3.1,86,100.8,10.8,28.8
1857,Share-15,Shared,21.05,3.107777778,8,Aug,Saturday,15.2,3.1,86,295.4,0.0,0.0
1858,AsO6-1,Shared,13.58,2.142222222,12,Aug,Saturday,15.2,3.1,86,1080.0,0.0,0.0
1859,Bl2-1,Private,6.49,1.804444444,12,Aug,Saturday,15.2,3.1,86,1080.0,7.2,14.4
1860,Share-4,Shared,4.18,1.218055556,14,Aug,Saturday,15.2,3.1,86,1172.2,0.0,6.434
1861,Bl2-3,Private,38.69,21.395,15,Aug,Saturday,15.2,3.1,86,1162.2,3.6,14.4
1862,AdO1-2,Private,4.69,234.9708333,15,Aug,Saturday,15.2,3.1,86,1162.2,3.6,14.4
1863,Bl2-2,Private,3.56,0.989444444,17,Aug,Saturday,15.2,3.1,86,966.2,5.643,11.286
1864,Bl2-5,Private,6.94,1.939722222,18,Aug,Saturday,15.2,3.1,86,808.2,3.602,17.79
1865,Bl2-1,Private,13.96,21.90194444,18,Aug,Saturday,15.2,3.1,86,808.2,3.602,17.79
1866,Bl2-5,Private,6.41,2.835555556,20,Aug,Saturday,15.2,3.1,86,491.8,3.6,13.47
1867,Share-8,Shared,15.27,2.458611111,21,Aug,Saturday,15.2,3.1,86,384.2,0.0,0.0
1868,Share-8,Shared,5.58,7.590555556,23,Aug,Saturday,15.2,3.1,86,247.0,0.0,2.432
1869,Bl2-5,Private,3.35,10.65833333,23,Aug,Saturday,15.2,3.1,86,247.0,8.108,23.416
1870,UT15-2,Shared,13.31,5.279444444,8,Aug,Sunday,15.0,2.3,52,169.4,0.0,0.0
1871,Share-5,Shared,22.27,3.445277778,8,Aug,Sunday,15.0,2.3,52,169.4,0.0,0.0
1872,Share-15,Shared,11.56,1.938611111,11,Aug,Sunday,15.0,2.3,52,586.2,1.03,7.97
1873,Bl2-2,Private,15.73,4.352222222,13,Aug,Sunday,15.0,2.3,52,859.6,7.2,14.4
1874,Bl2-3,Private,9.07,16.53138889,15,Aug,Sunday,15.0,2.3,52,1085.2,7.2,19.79
1875,Bl2-5,Private,5.03,1.956666667,16,Aug,Sunday,15.0,2.3,52,1107.2,6.187,22.504
1876,SR2-3,Private,39.58,12.82916667,19,Aug,Sunday,15.0,2.3,52,1053.8,10.8,21.6
1877,Bl2-5,Private,1.24,11.52861111,19,Aug,Sunday,15.0,2.3,52,1053.8,10.8,21.6
1878,Bl2-4,Private,26.76,15.94055556,19,Aug,Sunday,15.0,2.3,52,1053.8,10.8,21.6
1879,Share-15,Shared,21.4,3.126388889,20,Aug,Sunday,15.0,2.3,52,905.6,0.0,0.0
1880,AsO2-1,Private,11.39,10.21666667,20,Aug,Sunday,15.0,2.3,52,905.6,10.8,21.6
1881,Share-20,Shared,18.04,14.09555556,20,Aug,Sunday,15.0,2.3,52,905.6,0.0,0.0
1882,AsO6-1,Shared,56.38,9.521388889,21,Aug,Sunday,15.0,2.3,52,649.8,0.0,0.0
1883,AdO1-3,Private,8.61,2.426388889,7,Aug,Monday,14.0,1.5,68,1816.0,13.838,27.676
1884,Share-4,Shared,6.89,2.4475,11,Aug,Monday,14.0,1.5,68,1077.2,0.0,0.0
1885,Bl2-5,Private,5.66,4.905555556,15,Aug,Monday,14.0,1.5,68,2114.2,3.6,14.4
1886,AdO3-4,Private,11.92,17.89194444,17,Aug,Monday,14.0,1.5,68,1194.8,7.2,14.4
1887,SR14-2,Private,29.71,12.10361111,19,Aug,Monday,14.0,1.5,68,972.4,7.04,11.26
1888,Bl2-5,Private,0.52,10.51111111,20,Aug,Monday,14.0,1.5,68,831.8,7.2,21.6
1889,AsO2-1,Private,9.53,10.58138889,20,Aug,Monday,14.0,1.5,68,831.8,7.2,21.6
1890,UT15-2,Shared,12.75,4.106111111,21,Aug,Monday,14.0,1.5,68,652.2,0.0,0.0
1891,AdO1-3,Private,20.16,7.921388889,23,Aug,Monday,14.0,1.5,68,208.8,14.35,30.65
1892,Share-4,Shared,6.63,1.971666667,10,Aug,Tuesday,13.2,1.6,70,984.6,0.0,0.0
1893,Bl2-2,Private,16.33,17.9925,14,Aug,Tuesday,13.2,1.6,70,1372.0,3.6,7.2
1894,MS22-1,Private,15.37,16.63583333,15,Aug,Tuesday,13.2,1.6,70,2089.0,3.6,7.2
1895,Share-3,Shared,14.68,2.211944444,15,Aug,Tuesday,13.2,1.6,70,2089.0,0.0,0.0
1896,Bl2-5,Private,1.94,2.533055556,15,Aug,Tuesday,13.2,1.6,70,2089.0,3.6,7.2
1897,Share-5,Shared,18.34,2.84,16,Aug,Tuesday,13.2,1.6,70,1872.2,0.0,0.0
1898,AdO1-3,Private,13.14,15.22083333,16,Aug,Tuesday,13.2,1.6,70,1872.2,6.16,19.17
1899,SR14-1,Private,0.23,0.051666667,17,Aug,Tuesday,13.2,1.6,70,1250.8,7.2,25.694
1900,SR14-1,Private,0.67,0.118333333,17,Aug,Tuesday,13.2,1.6,70,1250.8,7.2,25.694
1901,Bl2-3,Private,21.5,13.20527778,18,Aug,Tuesday,13.2,1.6,70,1116.8,6.109,30.838
1902,SR14-1,Private,45.51,12.7325,18,Aug,Tuesday,13.2,1.6,70,1116.8,6.109,30.838
1903,Share-15,Shared,10.13,1.446111111,18,Aug,Tuesday,13.2,1.6,70,1116.8,0.0,2.108
1904,Share-25,Shared,61.0,11.31138889,19,Aug,Tuesday,13.2,1.6,70,956.6,0.0,0.0
1905,Bl2-5,Private,6.63,10.02972222,21,Aug,Tuesday,13.2,1.6,70,639.8,14.4,31.54
1906,AsO2-1,Private,12.89,9.1775,21,Aug,Tuesday,13.2,1.6,70,639.8,14.4,31.54
1907,AdO1-1,Private,21.23,9.509722222,7,Aug,Wednesday,12.4,2.9,54,1787.8,17.688,37.836
1908,Share-3,Shared,9.36,1.4275,11,Aug,Wednesday,12.4,2.9,54,1045.6,0.0,0.0
1909,Share-20,Shared,4.87,1.401666667,11,Aug,Wednesday,12.4,2.9,54,1045.6,0.0,0.0
1910,Share-4,Shared,6.79,2.033055556,12,Aug,Wednesday,12.4,2.9,54,1069.0,0.0,3.968
1911,Share-12,Shared,19.82,3.476944444,12,Aug,Wednesday,12.4,2.9,54,1069.0,0.0,3.968
1912,Share-20,Shared,8.76,2.513611111,13,Aug,Wednesday,12.4,2.9,54,1126.8,0.176,7.862
1913,Bl2-5,Private,6.34,2.652222222,14,Aug,Wednesday,12.4,2.9,54,1348.6,7.2,21.6
1914,Bl2-3,Private,3.45,2.607777778,15,Aug,Wednesday,12.4,2.9,54,2099.6,8.0,19.956
1915,AdO1-3,Private,13.42,17.22722222,16,Aug,Wednesday,12.4,2.9,54,1813.4,10.178,18.99
1916,AsO2-1,Private,10.86,12.47305556,18,Aug,Wednesday,12.4,2.9,54,1089.6,5.368,13.996
1917,Bl2-1,Private,0.12,0.037777778,20,Aug,Wednesday,12.4,2.9,54,842.8,5.736,19.532
1918,SR2-3,Private,36.14,11.29416667,20,Aug,Wednesday,12.4,2.9,54,842.8,5.736,19.532
1919,Bl2-1,Private,14.05,11.56111111,20,Aug,Wednesday,12.4,2.9,54,842.8,5.736,19.532
1920,Share-8,Shared,25.46,11.5525,20,Aug,Wednesday,12.4,2.9,54,842.8,0.0,0.0
1921,Bl2-5,Private,5.04,10.11194444,21,Aug,Wednesday,12.4,2.9,54,595.6,7.86,21.6
1922,AsO10-2,Private,14.55,8.938888889,22,Aug,Wednesday,12.4,2.9,54,385.8,11.76,31.31
1923,Share-6,Shared,25.96,12.27111111,23,Aug,Wednesday,12.4,2.9,54,280.6,0.0,0.0
1924,AdO3-3,Private,22.81,31.17722222,23,Aug,Wednesday,12.4,2.9,54,280.6,14.4,36.0
1925,Share-15,Shared,11.28,1.7225,15,Aug,Thursday,12.8,2.6,68,1917.4,0.0,0.0
1926,Bl2-2,Private,12.35,3.416111111,15,Aug,Thursday,12.8,2.6,68,1917.4,7.2,14.4
1927,Share-4,Shared,6.83,17.70916667,16,Aug,Thursday,12.8,2.6,68,1688.2,0.0,0.0
1928,Share-15,Shared,16.53,2.767777778,17,Aug,Thursday,12.8,2.6,68,1289.2,0.0,5.212
1929,AdO1-3,Private,12.23,12.68,18,Aug,Thursday,12.8,2.6,68,1206.0,7.2,21.6
1930,AdO3-4,Private,33.89,13.51694444,18,Aug,Thursday,12.8,2.6,68,1206.0,7.2,21.6
1931,UT15-2,Shared,12.98,4.947222222,19,Aug,Thursday,12.8,2.6,68,1091.4,3.6,7.2
1932,MS22-1,Private,28.07,10.37416667,20,Aug,Thursday,12.8,2.6,68,764.2,7.2,18.85
1933,Bl2-5,Private,6.74,13.9225,21,Aug,Thursday,12.8,2.6,68,658.2,7.2,21.6
1934,Share-3,Shared,26.13,8.237222222,23,Aug,Thursday,12.8,2.6,68,235.6,7.2,14.4
1935,Bl2-6,Private,13.85,71.98805556,11,Aug,Friday,13.5,1.8,69,1123.2,3.741,7.482
1936,AsO6-1,Shared,30.45,4.896388889,14,Aug,Friday,13.5,1.8,69,1593.4,0.0,0.0
1937,Bl2-3,Private,29.61,20.18083333,15,Aug,Friday,13.5,1.8,69,1938.0,7.2,14.4
1938,Share-11,Shared,10.44,1.648333333,16,Aug,Friday,13.5,1.8,69,1634.6,0.0,0.0
1939,SR2-3,Private,27.05,18.90305556,16,Aug,Friday,13.5,1.8,69,1634.6,7.2,14.4
1940,Bl2-2,Private,3.64,1.019166667,16,Aug,Friday,13.5,1.8,69,1634.6,7.2,14.4
1941,AdO1-3,Private,13.18,20.88888889,17,Aug,Friday,13.5,1.8,69,1176.2,7.229,18.098
1942,Bl2-2,Private,8.98,2.486944444,20,Aug,Friday,13.5,1.8,69,623.4,7.2,32.23
1943,Bl2-5,Private,3.64,1.021944444,22,Aug,Friday,13.5,1.8,69,364.0,10.8,44.304
1944,Bl2-2,Private,2.18,0.608611111,23,Aug,Friday,13.5,1.8,69,232.0,12.669,36.0
1945,Bl2-5,Private,5.12,9.800277778,0,Aug,Saturday,14.0,1.7,93,174.6,17.001,45.402
1946,Bl2-2,Private,19.86,10.89666667,3,Aug,Saturday,14.0,1.7,93,83.2,21.6,43.2
1947,SR14-2,Private,14.41,2.079444444,8,Aug,Saturday,14.0,1.7,93,291.4,21.6,50.4
1948,Bl2-1,Private,9.3,2.585555556,8,Aug,Saturday,14.0,1.7,93,291.4,21.6,50.4
1949,Bl2-5,Private,2.63,2.130833333,10,Aug,Saturday,14.0,1.7,93,812.2,21.608,50.258
1950,Share-12,Shared,15.74,2.521111111,14,Aug,Saturday,14.0,1.7,93,1113.2,0.0,0.0
1951,Bl2-5,Private,6.82,1.909444444,15,Aug,Saturday,14.0,1.7,93,1154.8,7.2,14.4
1952,Share-5,Shared,10.82,1.6175,16,Aug,Saturday,14.0,1.7,93,1043.0,0.0,0.0
1953,SR14-2,Private,26.24,13.90416667,17,Aug,Saturday,14.0,1.7,93,988.8,10.963,22.336
1954,AsO10-2,Private,0.06,0.025,17,Aug,Saturday,14.0,1.7,93,988.8,10.963,22.336
1955,AsO10-2,Private,0.03,0.030277778,17,Aug,Saturday,14.0,1.7,93,988.8,10.963,22.336
1956,AsO10-2,Private,0.94,38.22583333,17,Aug,Saturday,14.0,1.7,93,988.8,10.963,22.336
1957,Share-5,Shared,18.43,3.108888889,18,Aug,Saturday,14.0,1.7,93,820.0,0.0,0.826
1958,Bl2-3,Private,35.31,35.85277778,20,Aug,Saturday,14.0,1.7,93,623.4,10.8,22.84
1959,AsO6-1,Shared,56.54,15.38777778,21,Aug,Saturday,14.0,1.7,93,388.4,0.0,3.954
1960,Bl2-5,Private,4.32,12.15722222,22,Aug,Saturday,14.0,1.7,93,293.4,10.8,36.0
1961,Share-3,Shared,28.23,11.52388889,22,Aug,Saturday,14.0,1.7,93,293.4,0.0,0.0
1962,Share-4,Shared,7.14,24.57416667,10,Aug,Sunday,15.2,1.8,98,457.4,0.0,7.2
1963,MS22-1,Private,37.64,17.49888889,13,Aug,Sunday,15.2,1.8,98,877.0,14.4,28.8
1964,AdO3-3,Private,22.09,17.66666667,14,Aug,Sunday,15.2,1.8,98,990.8,14.4,28.8
1965,UT15-2,Shared,6.07,1.6225,15,Aug,Sunday,15.2,1.8,98,1150.0,3.6,7.2
1966,Share-8,Shared,20.78,4.194444444,15,Aug,Sunday,15.2,1.8,98,1150.0,3.6,7.2
1967,Bl2-5,Private,8.57,2.466388889,15,Aug,Sunday,15.2,1.8,98,1150.0,14.4,28.8
1968,Share-20,Shared,4.25,1.23,16,Aug,Sunday,15.2,1.8,98,1131.0,3.6,17.418
1969,Share-12,Shared,5.44,0.933611111,16,Aug,Sunday,15.2,1.8,98,1131.0,3.6,17.418
1970,SR2-3,Private,25.09,18.64861111,17,Aug,Sunday,15.2,1.8,98,1165.6,14.4,42.18
1971,Share-15,Shared,21.33,3.359166667,18,Aug,Sunday,15.2,1.8,98,1046.2,3.6,12.46
1972,Share-25,Shared,59.96,11.6475,18,Aug,Sunday,15.2,1.8,98,1046.2,3.6,12.46
1973,AsO2-1,Private,6.52,36.31388889,19,Aug,Sunday,15.2,1.8,98,1011.6,14.4,43.2
1974,AdO3-4,Private,29.58,13.56944444,19,Aug,Sunday,15.2,1.8,98,1011.6,14.4,43.2
1975,Share-7,Shared,59.09,12.20805556,19,Aug,Sunday,15.2,1.8,98,1011.6,3.6,11.36
1976,Bl2-1,Private,6.78,1.884722222,20,Aug,Sunday,15.2,1.8,98,839.2,17.41,49.88
1977,Share-12,Shared,26.59,10.8475,20,Aug,Sunday,15.2,1.8,98,839.2,3.6,7.2
1978,Bl2-5,Private,2.63,9.686111111,21,Aug,Sunday,15.2,1.8,98,622.2,21.6,66.53
1979,AsO10-2,Private,3.51,1.334444444,11,Aug,Monday,17.2,1.5,86,1037.6,11.117,22.234
1980,Share-20,Shared,18.31,6.669166667,14,Aug,Monday,17.2,1.5,86,1348.8,0.0,0.0
1981,Bl2-5,Private,2.1,3.617222222,15,Aug,Monday,17.2,1.5,86,1999.0,10.8,21.6
1982,Bl2-2,Private,17.31,16.60805556,15,Aug,Monday,17.2,1.5,86,1999.0,10.8,21.6
1983,Bl2-1,Private,11.05,4.029722222,15,Aug,Monday,17.2,1.5,86,1999.0,10.8,21.6
1984,AdO3-2,Private,15.88,16.81805556,18,Aug,Monday,17.2,1.5,86,1033.6,8.032,31.144
1985,Bl2-5,Private,1.69,1.2775,20,Aug,Monday,17.2,1.5,86,842.2,13.019,28.8
1986,Bl2-3,Private,8.36,44.62861111,21,Aug,Monday,17.2,1.5,86,666.0,10.8,28.708
1987,Bl2-5,Private,2.75,8.741388889,22,Aug,Monday,17.2,1.5,86,437.4,14.4,41.2
1988,AdO1-1,Private,18.09,9.011111111,8,Aug,Tuesday,18.7,1.5,1,1268.8,10.8,21.6
1989,Share-5,Shared,21.7,3.596944444,16,Aug,Tuesday,18.7,1.5,1,1558.2,0.0,0.0
1990,AsO2-1,Private,11.57,14.71694444,16,Aug,Tuesday,18.7,1.5,1,1558.2,7.2,14.4
1991,SR14-1,Private,38.07,13.97027778,17,Aug,Tuesday,18.7,1.5,1,1227.4,4.06,8.12
1992,SR2-3,Private,12.53,1.904444444,18,Aug,Tuesday,18.7,1.5,1,1079.2,3.6,11.59
1993,Bl2-5,Private,3.2,2.043333333,18,Aug,Tuesday,18.7,1.5,1,1079.2,3.6,11.59
1994,SR2-3,Private,7.53,14.21027778,20,Aug,Tuesday,18.7,1.5,1,914.4,6.106,19.392
1995,AsO6-1,Shared,48.8,18.91888889,20,Aug,Tuesday,18.7,1.5,1,914.4,0.0,0.338
1996,Bl2-5,Private,2.56,10.56694444,21,Aug,Tuesday,18.7,1.5,1,529.0,10.8,24.99
1997,AdO3-2,Private,8.7,2.327777778,11,Aug,Wednesday,20.3,2.7,50,953.0,3.6,7.2
1998,AdO1-2,Private,8.29,7.635555556,13,Aug,Wednesday,20.3,2.7,50,1090.4,3.6,11.6
1999,AsO2-1,Private,10.86,16.685,15,Aug,Wednesday,20.3,2.7,50,1885.8,3.95,14.4
2000,Bl2-1,Private,3.34,0.933055556,15,Aug,Wednesday,20.3,2.7,50,1885.8,3.95,14.4
2001,Bl2-2,Private,10.21,3.054166667,16,Aug,Wednesday,20.3,2.7,50,1604.8,7.219,17.958
2002,AdO1-3,Private,15.56,16.87666667,16,Aug,Wednesday,20.3,2.7,50,1604.8,7.219,17.958
2003,Bl2-4,Private,20.99,17.37055556,18,Aug,Wednesday,20.3,2.7,50,961.4,5.46,19.07
2004,Share-12,Shared,27.2,11.15388889,19,Aug,Wednesday,20.3,2.7,50,947.4,0.0,0.0
2005,UT15-2,Shared,4.97,1.387777778,19,Aug,Wednesday,20.3,2.7,50,947.4,0.0,0.0
2006,AdO3-2,Private,10.95,20.5275,20,Aug,Wednesday,20.3,2.7,50,788.4,7.2,21.6
2007,SR14-2,Private,34.37,9.853055556,21,Aug,Wednesday,20.3,2.7,50,649.6,6.948,18.506
2008,AdO1-1,Private,17.52,8.611666667,21,Aug,Wednesday,20.3,2.7,50,649.6,6.948,18.506
2009,Bl2-5,Private,5.69,9.674722222,21,Aug,Wednesday,20.3,2.7,50,649.6,6.948,18.506
2010,Bl2-1,Private,2.72,0.779444444,7,Aug,Thursday,16.3,2.0,92,1682.2,17.63,36.08
2011,MS22-1,Private,29.69,16.71333333,16,Aug,Thursday,16.3,2.0,92,1742.2,3.6,7.2
2012,AsO2-1,Private,13.44,86.61694444,16,Aug,Thursday,16.3,2.0,92,1742.2,3.6,7.2
2013,SR2-3,Private,26.37,13.19111111,18,Aug,Thursday,16.3,2.0,92,1069.8,0.0,1.68
2014,AdO1-3,Private,13.19,11.53444444,19,Aug,Thursday,16.3,2.0,92,935.4,0.0,7.2
2015,Bl2-5,Private,9.34,18.80333333,21,Aug,Thursday,16.3,2.0,92,619.8,3.6,16.69
2016,Bl2-3,Private,24.87,10.02916667,21,Aug,Thursday,16.3,2.0,92,619.8,3.6,16.69
2017,Share-5,Shared,39.52,9.273055556,22,Aug,Thursday,16.3,2.0,92,452.4,0.0,0.0
2018,AdO3-2,Private,11.43,11.92694444,22,Aug,Thursday,16.3,2.0,92,452.4,3.6,29.33
2019,Share-8,Shared,24.05,7.457222222,22,Aug,Thursday,16.3,2.0,92,452.4,0.0,0.0
2020,Bl2-1,Private,17.53,9.196944444,22,Aug,Thursday,16.3,2.0,92,452.4,3.6,29.33
2021,Share-3,Shared,27.99,7.440833333,0,Aug,Friday,15.1,2.4,77,90.2,0.0,0.0
2022,AsO10-2,Private,3.72,2.195833333,12,Aug,Friday,15.1,2.4,77,1159.2,7.2,21.6
2023,Share-11,Shared,11.06,1.7825,13,Aug,Friday,15.1,2.4,77,1259.0,0.0,0.0
2024,AsO6-1,Shared,55.4,9.407222222,16,Aug,Friday,15.1,2.4,77,1672.6,0.0,0.0
2025,SR14-2,Private,9.96,1.415833333,16,Aug,Friday,15.1,2.4,77,1672.6,7.2,8.664
2026,AdO3-4,Private,25.05,15.57,16,Aug,Friday,15.1,2.4,77,1672.6,7.2,8.664
2027,AdO1-2,Private,12.55,21.92166667,17,Aug,Friday,15.1,2.4,77,1176.6,4.332,7.2
2028,AdO3-2,Private,6.5,21.67666667,17,Aug,Friday,15.1,2.4,77,1176.6,4.332,7.2
2029,Bl2-5,Private,3.32,4.541111111,18,Aug,Friday,15.1,2.4,77,925.6,3.6,20.904
2030,Bl2-5,Private,2.18,9.753055556,23,Aug,Friday,15.1,2.4,77,335.2,11.13,36.0
2031,AsO6-1,Shared,15.44,6.618888889,3,Aug,Saturday,17.3,2.9,93,84.8,0.0,0.0
2032,Bl2-2,Private,9.08,2.515555556,11,Aug,Saturday,17.3,2.9,93,902.4,10.8,21.6
2033,Share-20,Shared,17.3,21.4575,13,Aug,Saturday,17.3,2.9,93,1017.8,0.0,0.0
2034,Bl2-5,Private,5.11,5.034444444,15,Aug,Saturday,17.3,2.9,93,997.8,3.894,7.788
2035,AdO3-3,Private,21.07,15.92,16,Aug,Saturday,17.3,2.9,93,919.6,4.07,13.25
2036,Bl2-2,Private,6.15,1.703333333,17,Aug,Saturday,17.3,2.9,93,893.6,7.2,14.4
2037,Share-25,Shared,62.26,19.71222222,17,Aug,Saturday,17.3,2.9,93,893.6,0.0,7.2
2038,Share-15,Shared,19.33,3.1675,17,Aug,Saturday,17.3,2.9,93,893.6,0.0,7.2
2039,UT15-2,Shared,12.36,3.728333333,19,Aug,Saturday,17.3,2.9,93,559.4,3.6,7.2
